brand,variety,style,country,stars,votes
Paldo,Speed King Bowl (Prototype),Bowl,South Korea,3.5,2056
Master Kong,Potatoes & Stewed Beef,Pack,China,5.0,1364
Sunlee,Tom Yum Shrimp Rice Stick,Bowl,Thailand,3.75,2033
Maruchan,Tempura Soba,Pack,Japan,4.0,2270
SuperMi,Sedaaap Mi Kuah Rasa Soto,Pack,Indonesia,4.0,1341
Souper,Bowl Ramen Shrimp,Bowl,Taiwan,3.75,2423
Vina Acecook,Oh! Ricey Phnom Penh Rice Noodle,Pack,Vietnam,3.75,2066
Chencun,Stewde Chicken Of Mushroom,Cup,China,3.25,2175
Indomie,Beef,Pack,Indonesia,3.5,2202
Mr. Noodles,Spicy Chicken,Pack,Canada,2.0,2256
Master Kong,Spicy Beef,Pack,China,3.75,2560
Mr. Noodles,Vegetable,Pack,Canada,1.75,2430
ABC,Selera Pedas Mi Goreng Hot Chicken Lemon,Pack,Indonesia,4.25,2243
Nongshim,Neoguri Mild (South Korea),Pack,South Korea,4.0,1618
Kim's Bowl,Vegetarian Tom Yum,Bowl,Thailand,3.5,2143
SuperMi,Super Rasa Ayam Bawang,Pack,Indonesia,4.0,1721
Ohsung,Hot Spicy Bowl With Soy Peptide,Bowl,South Korea,3.5,1276
Acecook,Super Big Ramen Soy Sauce,Bowl,Japan,1.25,1979
Little Cook,Abalone Chicken,Cup,Thailand,1.75,1544
Master Kong,Premium Taste Roasted Beef,Bowl,China,4.0,2568
Sarimi,Isi 2 Mi Goreng Rasa Ayam Kecap,Pack,Indonesia,4.5,1981
Gau Do,Hot Sour Shrimp,Pack,Vietnam,3.75,2023
Mr. Noodles,Chicken,Pack,Canada,3.0,2388
Nongshim,Bowl Noodle Savory Chicken (New),Bowl,United States,4.25,1791
Golden Wheat,South Korean Style Pork,Cup,China,3.0,1872
Golden Mie,Vegetable,Pack,Dubai,3.75,2582
Vina Acecook,Kingcook Vegetable,Pack,Vietnam,3.0,1308
Master Kong,Red Oil Dan Dan,Tray,China,2.75,1567
Sarimi,Soto Koya Jeruk Nipis,Pack,Indonesia,4.75,1933
Mr. Noodles,Spicy Beef,Pack,Canada,1.75,2392
Nongshim,Bowl Noodle Spicy Chicken (New),Bowl,United States,4.5,2125
Acecook,Super Big Ramen Tonkotsu,Bowl,Japan,1.0,1421
GreeNoodle,Shiitake & Soy Sauce,Pack,Thailand,1.5,1540
SuperMi,GoKar,Pack,Indonesia,4.0,2847
Uni-President,100 Beef With Sauerkraut,Pack,Taiwan,4.75,2158
Emart,Ramen E Ramen White Broth,Pack,South Korea,5.0,1691
Mr. Noodles,Beef,Pack,Canada,3.0,1758
Sarimi,Isi 2 Rasa Soto,Pack,Indonesia,3.5,3870
Hankow,Cai Lin Ji Dry Noodles,Tray,China,3.25,2670
Nissin,Cup Noodles Salsa Picante Chicken,Cup,United States,3.0,1182
Nongshim,Bowl Noodle Savory Shrimp (New),Bowl,United States,3.25,1771
Vina Acecook,Kingcook Beef,Pack,Vietnam,3.0,2361
Ottogi,Jin Ramen (Mild) (Import),Pack,South Korea,3.5,1862
Indomie,Mi Goreng Kriuuk Ayam,Pack,Indonesia,3.75,2570
Mamee,Express Cup Curry,Cup,Malaysia,2.5,2882
Mr. Noodles,Oriental,Pack,Canada,2.75,2004
Sarimi,Isi 2 Rasa Kari spesial,Pack,Indonesia,3.75,2147
JML,Seafood,Bowl,China,3.0,1916
Indomie,Rasa Sup Sayuran Vegan,Pack,Indonesia,2.25,2441
Little Cook,TVP Stewed Pork,Bowl,Thailand,3.5,2750
Nongshim,Bowl Noodle Hot & Spicy Beef (New),Pack,United States,3.5,2467
Mi Sedaap,Mi Kuah Rasa Ayam Bawang,Pack,Indonesia,4.0,1459
Kailo,Chicken,Pack,Hong Kong,3.5,2377
Nissin,Cup Noodles Shrimp Picante Style,Cup,United States,3.25,1711
Fashion Foods,Oriental,Bowl,Thailand,0.25,2874
Fashion Foods,Mushroom Vegetarian,Bowl,Thailand,1.75,2238
Fashion Foods,Beef Pho,Bowl,Thailand,3.75,2529
Super Bihun,Kuah Rice Noodles,Pack,Indonesia,4.5,1989
Sempio,Seafood Noodle Cup,Bowl,South Korea,3.5,1984
Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.25,2215
Long Kow,Kimchi Pickle Bean Vermicelli,Pack,Taiwan,1.5,1985
Thai Kitchen,Garlic Vegetable Rice Noodle,Pack,United States,3.5,2789
Nissin,Big Cup Noodles Roast Chicken,Cup,United States,3.25,1429
Nongshim,Bowl Noodle Savory Lobster (New),Bowl,United States,3.75,2343
JML,Artificial Stew Pork,Bowl,China,3.25,1707
Indomie,Mi Goreng Vegan,Pack,Indonesia,4.25,2431
Daikoku,Bikkuchigekara Big Chige,Bowl,Japan,3.75,1101
Nongshim,Udon,Bowl,South Korea,4.25,2643
Nongshim,Ansungtangmyun (US Version),Pack,United States,3.75,1845
Nongshim,Soba,Pack,South Korea,4.25,1383
Nongshim,Bowl Noodle Savory Tempura Udon,Bowl,United States,3.5,2358
Nongshim,Shin Ramyun Black Onion,Cup,South Korea,5.0,1904
Nongshim,Bowl Noodle Spicy Kimchi (New),Bowl,United States,3.75,2139
Sapporo Ichiban,Chow Mein (New),Pack,United States,5.0,2614
Hosoonyi,Naengmyeon Combo,Bowl,United States,3.75,1454
Nissin,Spoon-it Chicken,Pack,United States,3.5,1632
JML,Artificial Mushroom Chicken,Bowl,China,1.25,2040
Nongshim,Jinjja Jinjja,Pack,South Korea,5.0,2284
Payless,Instant Mami Beef,Pack,Philippines,3.25,1648
Mamee,Express Cup Tom Yum,Cup,Malaysia,3.75,1603
Golden Mie,chicken,Pack,Dubai,3.25,2386
Wei Lih,Good Good Eat Super Ramen Vegetable,Pack,Taiwan,2.75,2492
Indomie,Mi Goreng Sate (Local),Pack,Indonesia,5.0,2699
JML,Artificial Spicy Beef,Bowl,China,3.5,1852
Nissin,U.F.O. Yakiosoba,Bowl,Japan,3.75,709
Gau Do,Chicken Shrimp,Pack,Vietnam,2.5,2262
Maruchan,Yakisoba Spicy Vegetable,Tray,United States,3.25,2380
Ottogi,Odongtong Myon Seafood,Bowl,South Korea,2.75,1267
Indomie,Mi Goreng Rasa Ayam Panggang Jumbo (Local),Pack,Indonesia,5.0,2045
Indomie,Rasa Soto Betawi,Pack,Indonesia,4.5,2138
Indomie,Curly Noodle With Chicken Chilli Paddi,Pack,Indonesia,4.25,2170
Indomie,Rasa Mi Kocok Bandung,Pack,Indonesia,3.25,1768
Indomie,Rasa Soto Banjar Limau Kulit,Pack,Indonesia,5.0,2042
Indomie,Mi Goreng Jumbo Beef,Pack,Indonesia,5.0,2300
Indomie,Rasa Kari Ayam Medan,Pack,Indonesia,5.0,1112
Indomie,Rasa Empal Gentong,Pack,Indonesia,4.0,2456
Indomie,Mi Goreng Cakalang,Pack,Indonesia,4.0,1817
Indomie,Mi Goreng Instant Cup Noodles,Cup,Indonesia,5.0,2382
Indomie,Curly Noodle With Laksa Chilli,Pack,Indonesia,3.5,1649
Indomie,Mi Goreng Barbecue Chicken,Pack,Indonesia,5.0,1144
Yamamoto,Seafood Ramen,Bowl,Japan,3.5,2591
Nongshim,Bowl Noodle Savory Beef,Bowl,United States,4.0,2821
Golden Mie,Chicken Curry,Pack,Dubai,3.75,1070
Nissin,Spoon-it Beef,Pack,United States,3.25,1354
Ottogi,Kiss Myon,Pack,South Korea,3.75,2047
Nissin,Ramen Bowl Spicy Chicken,Bowl,United States,3.25,1475
Vifon,Hu Tieu Ca Stewed Fish,Bowl,Vietnam,3.75,2380
Indomie,Mi Goreng Rendang (Import),Pack,Indonesia,5.0,1601
Pulmuone,Nature Is Delicious Spicy,Pack,South Korea,3.75,1741
Nissin,Spoon-it Creamy Chicken,Pack,United States,4.0,2106
Four Seas,Seaweed,Bowl,Hong Kong,3.25,911
Nongshim,Hearty Rice Noodle Beef,Pack,South Korea,4.25,1840
Saigon Ve Wong,Kung Fu Mixed Foods,Bowl,Vietnam,2.75,3007
Nissin,Chow Mein Spicy Chicken,Tray,United States,3.25,2293
Wu Mu,Pork Flavor Ramen,Pack,Taiwan,2.75,1500
Mee Jang,Noodle Soup Spicy Beef Garlic Onion,Bowl,Thailand,3.25,2523
Unif,Man Han Feast Spring Onion Eel,Bowl,Taiwan,4.25,3032
Golden Wheat,South Korean Style Beef,Cup,China,3.5,2637
Nissin,Chow Mein Chinese Chicken Vegetable,Tray,United States,4.0,1708
Nissin,Spoon-it Rich Hearty Beef Stew,Pack,United States,3.5,1671
Nissin,Demae Ramen Black Garlic Oil Tonkotsu,Pack,Japan,4.5,1815
Nissin,Big Cup Noodles Lime Chili Shrimp,Cup,United States,4.0,1475
Nissin,Chikin Ramen (Local),Pack,Japan,5.0,2015
Nissin,Cup Noodles Salsa Picante Shrimp,Cup,United States,3.5,1497
Nissin,Chow Mein Orange Chicken,Tray,United States,4.0,1562
Nissin,Spoon-it Rich Hearty Savory Chicken,Pack,United States,3.25,2160
Nissin,Big Cup Noodles Spicy Chicken,Cup,United States,3.5,1718
JFC,Japanese Style Noodle Curry,Bowl,Japan,4.5,1898
Vina Acecook,Kingcook Chicken,Pack,Vietnam,3.5,3074
Chewy,Stir Rice Vermicelli Indonesian Gado Gado,Tray,China,2.25,2184
Samyang,Assorted Vegetable Ramen,Pack,South Korea,3.75,2595
Mamee,Express Cup Vegetarian,Cup,Malaysia,2.0,2219
Maruchan,Yakisoba Savory Soy Sauce,Tray,United States,3.75,2301
Mee Jang,Noodle Soup Sour Spicy Shrimp Tom Yum,Bowl,Thailand,2.5,1325
Ohsung,Hong Ramyun Soy Peptide Hot Spicy,Pack,South Korea,3.75,1727
Nissin,Cup Noodles Xo Sauce Seafood,Cup,Hong Kong,3.75,1869
Mi Sedaap,Mi Segera Mi Goreng Perisa Sambal Goreng,Pack,Indonesia,4.5,1777
Indomie,Rasa Sup Buntut Oxtail Soup,Pack,Indonesia,2.75,1899
Dragonfly,Artificial Seafood,Pack,China,3.75,2080
Nongshim,Udon Garlic Teriyaki,Pack,South Korea,4.75,1889
Indomie,Instant Cup Noodles Mi Goreng Satay,Cup,Indonesia,4.25,2345
Nongshim,Hearty Rice Noodle Black Bean Vegetable,Pack,South Korea,3.75,1876
Vina Acecook,Kingcook Shrimp,Pack,Vietnam,2.75,2542
Mamee,Express Cup Fried Onion Chicken,Cup,Malaysia,3.25,1993
Wang,Kitsune Udon,Bowl,South Korea,4.0,1703
Nongshim,Shin Ramyun Shrimp,Pack,China,4.5,1374
Indomie,Spicy Coconut Shrimp,Pack,Indonesia,4.75,1615
Samyang,Nagasaki Jjampong,Pack,South Korea,4.75,1873
Paldo,Kko Kko Myun,Pack,South Korea,5.0,2601
Ohsung,Hong Ramyun Soup Soy Peptide Mild,Pack,South Korea,3.25,1364
Mug Shot,Chicken,Pack,UK,3.0,2520
Mug Shot,Spicy Sweet & Sour,Pack,UK,3.0,1954
Saigon Ve Wong,Kung Fu Artificial Chicken Rice Noodle,Bowl,Vietnam,3.5,1584
Nissin,Gozen Tempura,Bowl,Japan,4.0,1340
Saigon Ve Wong,Kung Fu Vegetarian,Bowl,Vietnam,2.0,2274
Nissin,Ramen Bowl Kimchi,Bowl,United States,3.0,1047
Lishan,Black Rooster Chicken,Pack,Taiwan,1.5,1769
Mama,Moo Nam Tok Rice Vermicelli,Pack,Thailand,3.25,1780
Thai Kitchen,Bangkok Curry Rice Noodle,Pack,United States,2.75,1918
Paldo,Jjajangmen Black Bean,Pack,South Korea,4.0,2291
Daikoku,Shokuh Kitsune Udon,Bowl,Japan,4.25,1693
Yamamoto,Ponpoko Tempura Soba,Bowl,Japan,4.25,2060
Lucky Me!,Beef Na Beef,Pack,Philippines,3.75,1391
Nissin,Ramen Bowl Spicy Shrimp,Bowl,United States,3.0,2029
Paldo,Hwa King Cup,Cup,South Korea,3.5,2304
Dragonfly,Onion,Pack,China,3.75,1824
Nissin,Ramen Bowl Hot & Spicy,Bowl,United States,3.75,2184
Cap Atoom Bulan,Mie Telor Asli,Pack,Indonesia,3.0,2052
Mee Jang,Sour Spicy Chicken Tom Yum,Bowl,Thailand,3.25,1828
Dragonfly,Artificial Pork Ribs,Pack,China,4.0,1970
Sapporo Ichiban,Shio,Pack,Japan,5.0,1902
Mi Sedaap,Mi Segera Mi Sup Perisa Kari Ayam,Pack,Indonesia,4.0,1013
Dragonfly,Artificial Chicken,Pack,China,4.0,1250
Pot Noodle,Chicken & Mushroom,Cup,UK,3.75,2216
Nongshim,Seafood Ramyun,Pack,South Korea,3.75,956
Sunlee,Tom Yum Shrimp Noodle,Bowl,Thailand,3.5,2579
Yamamoto,Shoyu,Bowl,Japan,4.25,1295
Nongshim,Oolongmen Artificial Chicken,Cup,South Korea,3.75,2015
Sura,Knife Cut Rice Noodle,Bowl,South Korea,3.75,2236
Wei Chuan,Miso Vegetables,Pack,Taiwan,3.25,1682
Little Cook,Spicy Beef,Cup,Thailand,2.75,2581
Vina Acecook,Hao Hao Shrimp Onion,Pack,Vietnam,3.0,1315
Master Kong,Artificial Spicy Beef,Pack,China,4.25,2453
Nissin,Gozen Kitsune Udon,Bowl,Japan,5.0,2074
GreeNoodle,Yakisoba,Pack,Thailand,3.0,1924
Snapdragon,Chinese Mushroom Rice Noodle,Cup,Singapore,2.5,2506
Yamamori,Tom Yam Ramen Pork,Pack,Japan,4.75,2270
Ottogi,Buckwheat Bibim Ramyon,Pack,South Korea,1.1,1398
Baijia,Sichuan Hot Pot Sweet Potato Thread,Bowl,China,0.5,2706
Mr. Udon,Seafood Selection,Pack,South Korea,3.5,2502
Mr. Udon,Japanese Miso,Pack,South Korea,2.75,2052
Fashion Foods,XO Sauce,Bowl,Thailand,1.25,2075
Ve Wong,Kung Fu Artificial Mushroom Pork,Bowl,Taiwan,1.25,2668
Master Kong,Artificial Braised Beef,Pack,China,4.25,2829
Lucky Me!,Supreme La Paz Batchoy Beef Garlic,Bowl,Philippines,3.5,2306
Omachi,Spaghetti,Pack,Vietnam,3.75,1419
Ottogi,Yeul Hot Taste,Bowl,South Korea,3.5,2060
Pot Noodle,Bombay Bad Boy,Cup,UK,4.0,2410
Master Kong,Artificial Pork,Pack,China,3.75,1583
Wei Wei,"""A"" Series Vegetarian",Pack,Taiwan,3.25,1397
Daikoku,My Friend Vic Tanuki Udon,Bowl,Japan,4.75,2003
Ottogi,Jin Ramen Big Bowl (Hot),Bowl,South Korea,3.5,2056
Vifon,Phu Gia Bamboo Shoot Artificial Pork Bean Thread,Pack,Vietnam,1.25,2189
Yamamoto,Ponpoko Tempura Udon,Bowl,Japan,4.75,2615
Pulmuone,Cold Noodles By Dad,Pack,South Korea,2.75,909
Nissin,Demae Iccho Sesame Oil Chicken Macaroni,Pack,Japan,3.75,2050
Maggi,2 Minute Noodles Thrillin' Curry,Pack,India,2.0,1897
Yamamori,Tom Yam Prawn,Pack,Japan,4.5,2008
Fuku,Superior Soup Rice Noodle,Pack,Hong Kong,2.5,2084
Saigon Ve Wong,Kung Fu Artificial Pork Flavor,Bowl,Vietnam,3.0,2513
Maruchan,Yakisoba Spicy Chicken,Tray,United States,1.75,2279
Batchelors,Super Noodles Low Fat Sweet Thai Chilli,Pack,UK,2.0,1977
Wei Wei,"""A"" Series Artificial Chicken",Pack,Taiwan,3.25,2045
Wei Wei,"""A"" Series Artificial Hot Beef",Pack,Taiwan,3.75,2053
Koka,Spicy Black Pepper,Pack,Singapore,5.0,1934
Pot Noodle,Beef Tomato,Cup,UK,1.5,2661
Six Fortune,U-Dong,Pack,South Korea,4.0,1044
Little Cook,Artificial Onion,Cup,Thailand,3.5,1299
Batchelors,Super Noodles Low Fat Chicken Herb,Pack,UK,2.0,2799
Wei Lih,Goog Good Eat Super Ramen Hot Chili,Pack,Taiwan,3.75,2287
Nongshim,Oolongmen Artificial Seafood,Cup,South Korea,3.5,2315
Wei Chuan,Tomato Vegetables,Pack,Taiwan,4.0,2579
Maruchan,Ramen Noodle Soup Beef,Pack,United States,3.25,991
Lucky Me!,Pancit Canton Extra Hot Chili,Pack,Philippines,4.0,2720
Little Cook,Vegetarian,Cup,Thailand,3.25,1417
Batchelors,Super Noodles Sweet & sour,Pack,UK,3.5,1509
Thai Kitchen,Lemongrass Chili Rice Noodle,Pack,United States,1.5,2518
Thai Kitchen,Spring Onion Rice Noodle,Pack,United States,3.75,1422
Haioreum,Asian Style Noodles Seafood,Bowl,South Korea,3.5,2265
Nongshim,Chapagetti Chajang,Pack,South Korea,4.0,2714
Batchelors,Super Noodles Mild Curry,Pack,UK,3.25,1675
Batchelors,Super Noodles To Go Chinese Space Rib,Bowl,UK,2.5,1705
Mama,Chand Clear Soup,Bowl,Thailand,3.5,2336
Vifon,South Korean Style Kim Chee,Bowl,Vietnam,4.25,2448
Vifon,Tu Quy Pork,Pack,Vietnam,2.75,2171
Sunlight,Steam Vermicelli,Pack,Taiwan,2.1,1209
Vedan,Bah Kut Tea Noodle For Vegetarians,Pack,Taiwan,3.25,2805
Ve Wong,Artificial Onion Flavor Bean Thread,Bowl,Taiwan,1.5,2311
Baijia,Single Noble Black Bone Chicken Sweet Potato Thread,Cup,China,0.0,822
Vifon,Phu Gia Cua Crab Bean Thread,Pack,Vietnam,2.25,1550
Koyo,Tofu & Miso,Pack,United States,2.5,1470
Koyo,Mushroom,Pack,United States,2.75,1611
Baijia,Hot & Sour Casserole Stewed Rice Noodle,Pack,China,0.0,2128
Baijia,Sichuan Pickled Sweet Potato Thread,Pack,China,1.75,1642
Nongshim,Shin Ramyun Black,Pack,South Korea,4.75,2612
Pot Noodle,Chinese Chow Mein,Cup,UK,3.0,2554
Menraku,Tempura Soba,Bowl,Japan,3.75,2037
Batchelors,Super Noodles Barbecue Beef,Pack,UK,3.5,1473
Maggi,2 Minute Noodles Tricky Tomato,Pack,India,3.75,2000
Noah Foods,Phoya Chicken,Bowl,Vietnam,2.0,2203
Maruchan,Yakisoba Tomato Basil,Tray,United States,3.0,2581
Shirakiku,Japanese Style Tokusen Sio,Pack,Japan,3.25,1768
O Sung,Keopnurungji Rice Snack,Cup,South Korea,2.5,2040
Saigon Ve Wong,Kung Fu Suc Song Artificial Pork,Bowl,Vietnam,3.0,1502
Paldo,Gomtang,Cup,South Korea,4.0,1770
Goku Uma,Soy Sauce,Bowl,Japan,3.5,2584
Foodmon,DJ DOC Jjolmyeon,Bowl,South Korea,5.0,2798
Batchelors,Super Noodles To Go Curry,Bowl,UK,4.0,1828
Uni-President,One More Cup Kimchi,Cup,Taiwan,3.75,1868
Yum Yum,Duck,Pack,Thailand,3.25,1620
Batchelors,Super Noodles Bacon,Pack,UK,4.25,1235
Sahmyook,Vegetable,Pack,South Korea,3.25,2186
Myojo,Ippeichan Soy Sauce,Bowl,Japan,4.0,2236
Wai Wai,Quick Tom Yum Shrimp,Cup,Thailand,3.0,2302
Long Kow,Crystal Noodles Vegetables,Bowl,China,1.5,2013
Batchelors,Super Noodles Souther Fried Chicken,Pack,UK,3.75,2265
Mi Sedaap,Mi Goreng Perisa Asli,Pack,Indonesia,4.75,2083
Batchelors,Super Noodles Chinese Chow Mein,Pack,UK,2.75,2622
Yum Yum,Shrimp Tom Yum Flavor,Pack,Thailand,3.5,2187
Samyang,60 Ingredients,Cup,South Korea,2.75,2726
Super Bihun,Kuah Rasa Baso Sapi Rice Noodles,Pack,Indonesia,3.0,2536
Batchelors,Super Noodles Chicken,Pack,UK,3.25,2180
Nissin,Taisho Fried Noodle Yakisoba,Pack,Japan,4.25,1379
Mi Sedaap,Supreme Soto,Pack,Indonesia,4.0,2259
Pot Noodle,Original Curry,Cup,UK,3.75,2160
Lucky Me!,Pancit Canton Sweet Spicy,Pack,Philippines,5.0,2959
Yum Yum,Vegetable,Pack,Thailand,3.5,2371
Golden Wheat,South Korean Style Spicy Beef,Pack,China,3.5,1434
Unox,Good Noodles Chicken,Pack,Holland,3.5,1604
Menraku,Curry Udon,Bowl,Japan,4.75,2482
Mi Sedaap,Mi SupArtificial Chicken Special,Pack,Indonesia,3.0,1903
Yum Yum,Chicken,Pack,Thailand,3.5,1399
Nissin,Top Ramen Chicken,Pack,United States,3.25,2245
Nissin,Demae Ramen Chicken,Pack,Japan,3.0,2247
Lucky Me!,Lomi Seafood Vegetable,Pack,Philippines,0.5,1941
Mama,Pad Kee Mao Drunken,Pack,Thailand,2.0,2431
Ottogi,Yeul Ramyun,Pack,South Korea,4.25,1948
Wai Wai,Chicken Flavor,Pack,Thailand,0.9,2932
Mama,Pho Ga,Pack,Thailand,3.1,1451
Paldo,Gomtang,Pack,South Korea,4.75,2454
Doll,Spicy Tomkotsu,Pack,Hong Kong,4.25,2495
Yum Yum,Beef,Pack,Thailand,3.25,2633
Mee Jang,Artificial Shrimp Tom yum,Bowl,Thailand,3.5,1937
Sapporo Ichiban,Hot Spicy Chicken,Pack,United States,2.0,1794
Unox,Good Noodles Vegetable,Pack,Holland,3.75,2870
Little Cook,Wheat Gluten Stewed Duck Flavoured,Bowl,Thailand,2.75,2273
Annie Chun's,Soy Ginger Ramen,Pack,United States,1.5,1707
JML,Artificial Spicy Hot Beef,Pack,China,3.75,2416
Nissin,Cup Noodles Spicy Seafood,Cup,Hong Kong,3.75,2794
Dragonfly,Artificial Hot & Sour Shrimp,Bowl,China,4.5,2333
Samyang,Hot Beef,Pack,South Korea,4.25,1637
Menraku,Soy Sauce,Bowl,Japan,4.25,2490
Nan Hsing,Vegetarian Rice Noodles,Bowl,Taiwan,0.25,1231
Snapdragon,Beijing Vegetable Rice Noodle,Cup,Singapore,2.0,2388
Dragonfly,Artificial Chicken,Bowl,China,4.5,2489
Thai Kitchen,Thai Ginger Rice Noodle,Pack,United States,4.25,1889
Wang,Champong Spicy Seafood,Bowl,South Korea,3.5,2139
Tradition,Imitation Beef,Cup,United States,2.5,2075
Shirakiku,Sanukiya Fresh Spicy Ramen,Bowl,Japan,3.0,1732
Dragonfly,Artificial Onion,Bowl,China,4.0,1571
Paldo,Big Bowl Noodle,Bowl,South Korea,3.75,1861
Menraku,Miso,Bowl,Japan,2.75,1689
Snapdragon,South Korean Kimchi Rice Noodle,Cup,Singapore,3.75,2757
Ve Wong,Kung Fu Shrimp,Bowl,Taiwan,4.0,1322
Samyang,Beef,Cup,South Korea,3.75,2900
Dragonfly,Artificial Seafood,Bowl,China,3.75,1882
Nongshim,Oolongmen Beef,Cup,South Korea,2.5,1614
JML,Artificial Spicy Beef,Pack,China,3.5,1728
Knorr,Pizza,Pack,Pakistan,3.0,1480
GreeNoodle,Miso,Pack,Thailand,1.0,984
Sunlee,Beef Rice Stick,Bowl,Thailand,2.0,2408
Nongshim,Neoguri Mild,Pack,South Korea,3.25,1923
Mexi-Ramen,Soupless Ramen Shallot Teriyaki,Pack,United States,2.5,1581
Dragonfly,Artificial Beef,Bowl,China,4.75,1347
Hsin Tung Yang,Tiny Noodle With Oyster Flavor,Pack,Taiwan,0.0,1719
Nissin,Demae Iccho Seafood & Abalone Macaroni,Pack,Japan,4.0,1374
Maruchan,Yakisoba Shrimp,Tray,United States,2.75,2649
Ottogi,Jin Ramen (Mild),Pack,South Korea,3.25,1052
Snapdragon,Tomato Seafood Rice Noodle,Cup,Singapore,3.5,1521
Pulmuone,Fresh Ramen Spicy,Pack,South Korea,3.0,1558
Noah Foods,Phoya Rice Noodles Beef,Bowl,Vietnam,2.75,2238
JML,Artificial Stew Beef,Pack,China,3.75,2127
Foodmon,DJ DOC Instant rice Ramen Topokki,Bowl,South Korea,5.0,1928
JML,Stew Pork,Pack,China,3.25,1914
Kailo,Big Bowl Crab,Bowl,Hong Kong,3.5,2199
Kailo,Big Bowl Artificial Chicken,Bowl,Hong Kong,2.75,1602
Kamfen,Japanese U-Don Lobster Scallop,Pack,China,3.0,2242
Ottogi,Hot & Spicy Ramen,Cup,South Korea,3.0,1339
Ottogi,Bekse Curry Myon,Cup,South Korea,4.25,2270
Itomen,Yellow Buckwheat,Bowl,Japan,4.5,1746
Menraku,Shio,Bowl,Japan,4.5,2564
Thai Kitchen,Roasted Garlic Rice Noodle,Bowl,United States,3.75,1388
Thai Kitchen,Mushroom Rice Noodle,Bowl,United States,3.25,1773
Nongshim,Potato Noodle Soup,Pack,South Korea,3.75,1590
Vedan,Mushroom & Artificial Cuttlefish,Pack,Taiwan,1.75,2470
Mr. Udon,Malaysian Beef Udon,Pack,South Korea,3.0,1294
Annie Chun's,Teriyaki Noodle,Bowl,United States,1.75,2442
Gefen,Vegetable,Pack,United States,3.25,2232
Saigon Ve Wong,Kung Fu Rice Noodle Shrimp Crab,Bowl,Vietnam,3.75,2283
Myojo,Ramen-Desse Miso Soybean Paste,Bowl,Japan,4.5,1656
Thai Kitchen,Spring Onion Rice Noodle,Bowl,United States,3.75,2238
Koyo,Lemongrass ginger,Pack,United States,1.5,2875
Maruchan,Ramen Noodle Soup Chicken Mushroom,Pack,United States,3.25,1654
Gefen,Chicken,Pack,United States,3.5,2127
Paldo,Snack Noodle slightly Hot,Pack,South Korea,3.75,1868
Vifon,Tu Quy Sour Spicy Shrimp,Pack,Vietnam,1.75,1450
Saigon Ve Wong,Kung Fu Rice Noodle Artificial Beef,Bowl,Vietnam,3.5,1588
Nissin,Souper Meal Picante Shrimp Hot Spicy,Bowl,United States,2.75,2262
Mama,Vegetable,Pack,Thailand,3.25,1977
Ottogi,Ppushu Ppushu Barbecue,Pack,South Korea,3.0,774
Nissin,Top Ramen Shrimp,Pack,United States,3.5,2266
Samyang,Sutah Hot Spicy Beef,Pack,South Korea,3.5,1841
Menraku,Tempura Udon,Bowl,Japan,5.0,2459
Gefen,Imitation Chicken Vegetarian,Pack,United States,3.0,1678
Ve Wong,Kung Fu Artificial Beef Rice Noodle,Bowl,Taiwan,3.75,3153
Ibumie,Harmee Mee goreng Prawn,Pack,Malaysia,4.5,1526
Ve Wong,Kung Fu Artificial Szechuan Pork,Bowl,Taiwan,3.75,2383
Baijia,Single Noble Pickled Radish & Duck,Cup,China,0.25,1462
Koyo,Asian Vegetable,Pack,United States,1.5,2097
Nongshim,Bowl Noodle Savory Chicken,Bowl,United States,3.25,1426
Myojo,Hyoubanya No Chukasoba Soy Sauce,Pack,Japan,4.0,2627
Myojo,Ippeichan Soybean Paste,Bowl,Japan,4.0,1989
Ottogi,Ppushu Ppushu Tteobokki,Pack,South Korea,3.25,2747
Wu Mu,Beef Flavor Ramen,Pack,Taiwan,4.25,1951
Ve Wong,Kung Fu Artificial Sesame Chicken,Bowl,Taiwan,3.75,1188
Ve Wong,Little Prince Bacon,Pack,Vietnam,4.75,1578
Sao Tao,Noodle King Hong Koing Style Wonton,Bowl,Hong Kong,2.25,1804
iNoodle,Taiwan Style Chow Mein,Pack,Taiwan,2.25,2691
Mr. Udon,Chicken,Pack,South Korea,3.25,3365
Lucky Me!,N-Rich Chicken Tinola,Pack,Philippines,4.0,1943
Nongshim,Kalguksoo,Pack,South Korea,4.5,2159
Ottogi,Spice Seafood,Pack,South Korea,3.75,2625
Maruchan,Instant Lunch Hot spicy Beef,Cup,United States,2.75,1429
Little Cook,Tom Yum Seafood Creamy,Bowl,Thailand,3.0,1842
Samyang,Beef,Bowl,South Korea,3.75,2335
Nongshim,Big Bowl Spicy Kimchi,Bowl,South Korea,3.25,2177
Unif,Artificial Beef With Sauerkraut,Bowl,Taiwan,3.75,1958
Mi Sedaap,Mie Sambal Goreng,Pack,Indonesia,4.25,1511
Mi Sedaap,Kari Spesial,Pack,Indonesia,4.5,2052
Lucky Me!,Supreme Bulalo,Bowl,Philippines,3.25,2356
Ve Wong,Instant Bean Thread Seafood,Bowl,Taiwan,2.5,1641
Unif / Tung-I,Chinese Onion Rice Noodle,Pack,Taiwan,2.75,2037
Quickchow,Pancit Canton toyo Mansi,Pack,Philippines,5.0,3045
